precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIALIST ROMÂN-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL BLIDARI",248,GOLEŞTI,170220,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:38",880,856,0,20,4,649,625,0,20,4,624,25,940,291,341,233,17,33
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",247,GOLEŞTI,170220,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:46",790,752,0,23,15,522,484,0,23,15,509,13,830,308,282,171,41,15
40,VÂLCEA,"ŞCOALA POENIŢA",249,GOLEŞTI,170220,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:20:22",317,294,0,23,0,209,186,0,23,0,194,15,330,121,55,110,11,18
40,VÂLCEA,"ŞCOALA VĂTĂŞEŞTI",250,GOLEŞTI,170220,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:49",211,194,0,14,3,158,141,0,14,3,157,1,220,61,87,58,8,4
