precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LOZONSCHI DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MACOVEI DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","BUZDEA CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL GROSI",219,BRUSTURI,121938,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:16",403,393,0,8,2,198,188,0,8,2,181,17,500,302,88,59,34
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL POIANA",220,BRUSTURI,121938,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:16",666,639,2,10,15,404,378,1,10,15,394,10,700,296,255,100,39
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „GRIGORE STURZU” TIRZIA",221,BRUSTURI,121938,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:04",602,597,0,4,1,278,273,0,4,1,265,13,700,422,161,69,35
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „IEREMIA IRIMESCU” BRUSTURI",218,BRUSTURI,121938,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:20",1512,1492,0,11,9,820,800,0,11,9,801,19,1700,880,437,235,129
