precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","GOGORICI CONSTANTIN-voturi"
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MARE",253,BUDEASA,14851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:58",1128,1122,3,3,0,694,688,3,3,0,667,27,1200,506,148,112,328,79
3,ARGEŞ,"ŞCOALA GENERALĂ BUDEASA MICĂ",254,BUDEASA,14851,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:57",745,738,3,4,0,485,481,0,4,0,469,16,800,315,51,127,274,17
3,ARGEŞ,"ŞCOALA GENERALĂ CALOTEŞTI",255,BUDEASA,14851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:20",818,816,0,2,0,518,516,0,2,0,506,12,900,382,45,49,403,9
3,ARGEŞ,"ŞCOALA GENERALĂ GĂLĂŞEŞTI",256,BUDEASA,14851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:12",837,832,0,5,0,508,503,0,5,0,500,8,977,469,69,88,320,23
