precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRICOPE PETRU-OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","AŞTEFANEI VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","OPINCĂ ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEANU ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŢIPLIC LUCIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","NECHIFOR CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ENACHE DUMITRU-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"CĂMIN CULTURAL BĂLȚAȚI",332,BĂLŢAŢI,95792,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:45:18",1677,1629,1,3,44,887,840,0,3,44,857,30,1764,877,102,451,29,2,268,1,4
24,IAŞI,"ȘCOALA GIMNAZIALĂ - SAT SÎRCA",335,BĂLŢAŢI,95792,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:04:29",911,902,0,3,6,490,481,0,3,6,476,14,995,505,91,255,61,4,59,1,5
24,IAŞI,"ȘCOALA GIMNAZIALĂ - SAT VALEA OILOR",336,BĂLŢAŢI,95792,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:57:03",524,501,0,3,20,279,256,0,3,20,274,5,600,321,33,205,5,1,20,9,1
24,IAŞI,"ȘCOALA PRIMARĂ - SAT PODIȘU",334,BĂLŢAŢI,95792,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:21",513,497,0,4,12,265,249,0,4,12,251,14,600,335,48,107,2,13,62,6,13
24,IAŞI,"STAȚIUNEA DE CERCETARE-DEZVOLTARE PENTRU POMICULTURĂ IAȘI",333,BĂLŢAŢI,95792,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:25",913,875,0,4,34,442,404,0,4,34,433,9,1000,558,50,220,7,2,152,1,1
