precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOGATU FLORICĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","MÂNDRU MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BRATU PETRICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂDURARU FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","VĂTAFU ŞTEFAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
18,GALAŢI,"GRADINITA TULUCESTI",413,TULUCEŞTI,77331,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:14",1786,1766,0,5,15,836,816,0,5,15,812,24,1972,1136,20,34,578,171,9
18,GALAŢI,"SALA DE SPORT SIVITA",415,TULUCEŞTI,77331,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:59",1062,1037,0,6,19,507,482,0,6,19,492,15,1142,635,17,21,368,83,3
18,GALAŢI,"SCOALA TATARCA",417,TULUCEŞTI,77331,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:24",622,599,0,4,19,279,256,0,4,19,272,7,669,390,14,10,207,38,3
18,GALAŢI,"SCOALA TULUCESTI",414,TULUCEŞTI,77331,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:33",1995,1962,2,6,25,924,893,0,6,25,907,17,2191,1267,20,41,690,145,11
18,GALAŢI,"ŞCOALA VECHE ŞIVIŢA",416,TULUCEŞTI,77331,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:06",1011,988,0,6,17,454,431,0,6,17,441,13,1105,651,19,25,328,64,5
