precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL CONSERVATOR DEMOCRAT-voturi"
18,GALAŢI,"GRADINITA NR. 3",338,LIEŞTI,76674,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:02:35",1464,1464,0,0,0,812,812,0,0,0,717,95,1617,805,61,503,149,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",334,LIEŞTI,76674,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:28",1707,1701,2,4,0,734,730,0,4,0,704,30,1884,1150,81,378,232,13
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",335,LIEŞTI,76674,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:13:16",1342,1337,1,3,1,537,532,1,3,1,515,21,1475,939,49,298,155,13
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",336,LIEŞTI,76674,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:32",1360,1356,0,2,2,571,567,0,2,2,556,15,1493,922,49,354,147,6
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 3",337,LIEŞTI,76674,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:07:00",1423,1415,1,5,2,644,637,0,5,2,618,26,1559,915,82,348,185,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL NICOLAE”",339,LIEŞTI,76674,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:46",1566,1561,0,4,1,780,775,0,4,1,737,43,1718,938,89,360,280,8
