precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALA BATOŢI",160,DEVESEL,111480,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:27",399,348,0,24,27,269,218,0,24,27,232,9,382,141,95,103,10,23,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ BISTREŢU",161,DEVESEL,111480,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:04",478,373,0,84,21,346,241,0,84,21,334,12,404,58,162,156,9,7,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ SCĂPĂU",162,DEVESEL,111480,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:47",766,697,0,35,34,434,365,0,35,34,414,20,763,329,237,163,4,8,2
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ DEVESEL",159,DEVESEL,111480,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:57:10",1125,939,1,126,59,821,636,0,126,59,803,18,1105,284,360,402,33,3,5
