precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL HERENDEŞTI",610,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:35:24",386,370,3,12,1,223,210,0,12,1,216,7,412,189,16,28,10,123,21,1,17
37,TIMIŞ,"CĂMINUL CULTURAL HONORICI",611,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:25",270,261,0,3,6,186,177,0,3,6,177,9,300,114,45,8,1,60,56,3,4
37,TIMIŞ,"CĂMINUL CULTURAL PĂDURENI",612,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:36",140,128,2,8,2,80,69,1,8,2,76,4,200,120,10,6,13,34,8,2,3
37,TIMIŞ,"CĂMINUL CULTURAL V.V DELAMARINA",609,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:28",386,370,0,10,6,273,257,0,10,6,266,7,400,127,19,26,4,168,32,1,16
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ PETROASA MARE",613,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:09",873,867,1,4,1,375,370,0,4,1,345,30,900,525,8,50,82,122,67,5,11
37,TIMIŞ,"ŞCOALA PRIMARĂ VISAG",614,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:15",276,269,0,7,0,126,119,0,7,0,116,10,300,174,10,11,1,75,13,1,5
