precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLARIU CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HERCHEA NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU COSMIN-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"SCOALA DIN LIVEZILE",349,VIZANTEA-LIVEZI,178545,3,PART,PRCNCT,P,P_SV,"2024-06-12 12:06:17",572,546,0,3,23,317,291,0,3,23,299,18,625,308,194,93,12
41,VRANCEA,"SCOALA DIN MESTEACANU",350,VIZANTEA-LIVEZI,178545,3,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:11",291,284,0,7,0,135,128,0,7,0,133,2,312,177,120,10,3
41,VRANCEA,"SCOALA DIN VIZANTEA MANASTIREASCA",352,VIZANTEA-LIVEZI,178545,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:10",1358,1301,1,8,48,642,586,0,8,48,631,11,1487,845,593,22,16
41,VRANCEA,"SCOALA DIN VIZANTEA RAZASEASCA",353,VIZANTEA-LIVEZI,178545,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:29:37",567,543,0,4,20,288,264,0,4,20,279,9,618,330,252,21,6
41,VRANCEA,"SOALA DIN PIISCU-RADULUI",351,VIZANTEA-LIVEZI,178545,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:26",335,322,0,5,8,185,172,0,5,8,178,7,364,179,147,20,11
