precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANA DORIN-EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi","BERARI IONEL-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","SOMOŞAN ADRIAN-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
2,ARAD,"CĂMINUL CULTURAL CORBEŞTI",329,PETRIŞ,11664,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:04",155,143,1,8,3,110,99,0,8,3,107,3,160,50,35,66,6
2,ARAD,"CĂMINUL CULTURAL ILTEU",330,PETRIŞ,11664,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:45",201,184,6,10,1,119,105,3,10,1,114,5,200,81,45,66,3
2,ARAD,"CĂMINUL CULTURAL OBÂRŞIA",331,PETRIŞ,11664,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:09",82,76,0,6,0,65,59,0,6,0,64,1,84,19,14,48,2
2,ARAD,"CĂMINUL CULTURAL ROŞIA NOUĂ",332,PETRIŞ,11664,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:13",218,205,0,5,8,159,146,0,5,8,153,6,230,71,54,96,3
2,ARAD,"CĂMINUL CULTURAL SELIŞTE",333,PETRIŞ,11664,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:02:03",100,86,0,12,2,76,62,0,12,2,75,1,151,75,33,39,3
2,ARAD,"PRIMĂRIA PETRIŞ",328,PETRIŞ,11664,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:55",426,393,1,23,9,282,249,1,23,9,265,16,430,149,99,159,7
