precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAVID DUMITRU-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LUNGU CRISTINA-ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDRIEŞ IRINA-LENUŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","LUNCANU PETRU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL SECUIENI",576,SECUIENI,25362,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:17:46",1129,1061,0,60,8,688,620,0,60,8,662,26,1100,412,332,88,239,3
4,BACĂU,"ŞCOALA SATUL CHITICENI",577,SECUIENI,25362,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:42",159,150,0,7,2,95,86,0,7,2,91,4,200,105,62,8,20,1
4,BACĂU,"ŞCOALA SATUL FUNDENI",578,SECUIENI,25362,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:24",321,294,0,27,0,228,201,0,27,0,214,14,300,69,89,18,92,15
4,BACĂU,"ŞCOALA SATUL GLODIŞOARELE",579,SECUIENI,25362,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:35",174,165,0,5,4,165,156,0,5,4,157,8,297,132,119,14,17,7
