precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HORCEA DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TOADER IONUŢ-IRINEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PAPUC NICUŞOR-FLORIN-voturi","CIORTAN CONSTANTIN-FORȚA DREPTEI-voturi","POPESCU ANDREI-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DODENCI AURICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNGUREANU MĂDĂLIN-ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"CĂMIN CULTURAL BĂLEŞTI",139,BĂLEŞTI,77910,3,PART,PRCNCT,P,P_SV,"2024-06-14 20:58:20",1736,1698,0,20,18,1176,1138,0,20,18,1081,95,1900,724,101,3,54,1,81,20,821
20,GORJ,"CĂMIN CULTURAL RASOVA",142,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:31",447,425,0,16,6,312,290,0,16,6,304,8,477,165,23,2,19,0,19,7,234
20,GORJ,"CĂMIN CULTURAL STOLOJANI",143,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:44",558,533,0,19,6,346,321,0,19,6,343,3,600,254,42,0,15,3,14,18,251
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:54:23",1920,1891,1,18,10,1123,1095,0,18,10,1111,12,2100,977,105,2,95,5,134,23,747
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,4,PART,PRCNCT,P,P_SV,"2024-06-14 21:48:49",802,776,6,18,2,488,468,0,18,2,479,9,900,412,63,2,16,6,19,69,304
20,GORJ,"ŞCOALA PRIMARĂ TĂLPĂŞEŞTI",144,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:55",511,500,0,11,0,314,303,0,11,0,301,13,500,186,42,2,18,2,14,14,209
20,GORJ,"ŞCOALA PRIMARĂ TĂMĂŞEŞTI",145,BĂLEŞTI,77910,4,PART,PRCNCT,P,P_SV,"2024-06-14 21:36:32",567,546,0,15,6,385,364,0,15,6,372,13,600,215,41,9,22,3,64,15,218
