precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
17,DOLJ,"CLUBUL COPIILOR DABULENI",204,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:22",1405,1355,0,12,38,925,875,0,12,38,898,27,1500,575,45,350,449,33,9,12
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU",207,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:37",1082,1060,1,8,13,677,656,0,8,13,653,24,1200,523,30,211,377,25,2,8
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE ELEVI)",208,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:18:53",1270,1247,0,10,13,866,843,0,10,13,832,34,1300,434,57,309,431,26,2,7
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE PROFESORI)",209,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:59:20",1171,1154,0,3,14,750,733,0,3,14,711,39,1300,550,23,257,390,25,3,13
17,DOLJ,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR.1 DABULENI, NORD",205,"ORAŞ DĂBULENI",72007,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:21:54",1422,1394,0,5,23,994,966,0,5,23,900,55,1600,645,40,297,500,27,7,29
17,DOLJ,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR.1 DABULENI, SUD",206,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:12",1594,1572,0,10,12,985,963,0,10,12,945,40,1700,715,49,241,574,62,4,15
17,DOLJ,"STRUCTURA SCOLII GIMNAZIALE NR. 1 DABULENI",203,"ORAŞ DĂBULENI",72007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:46",1586,1573,0,8,5,974,961,0,8,5,939,35,1794,820,43,243,602,31,3,17
