precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUNDA SORIN-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NOSAL ROBERT-PARTIDUL NAȚIONAL LIBERAL-voturi","POP IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BÎTE MIRELA-ILEANA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL FIZEȘ",175,BERZOVIA,51500,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:58:07",614,602,0,11,1,313,301,0,11,1,297,16,662,349,25,123,87,62
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC BERZOVIA",173,BERZOVIA,51500,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:08:57",906,874,1,23,8,481,449,1,23,8,461,20,967,486,101,220,48,92
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC BERZOVIA",174,BERZOVIA,51500,1,PROV,PRCNCT,P,P_SV,"2024-06-10 14:16:38",918,892,0,19,7,440,414,0,19,7,418,21,982,543,99,199,57,63
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA GHERTENIS",176,BERZOVIA,51500,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:41:16",824,779,1,21,23,521,477,0,21,23,508,13,859,338,58,39,386,25
