precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA VESELIEI”",125,"ORAŞ CURTICI",9495,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:15",1345,1337,2,4,2,559,553,0,4,2,541,18,1481,922,289,71,81,68,32
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",121,"ORAŞ CURTICI",9495,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:40:16",1382,1379,1,1,1,604,602,0,1,1,583,21,1510,906,307,67,76,83,50
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",122,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:25:12",1439,1430,2,4,3,537,531,0,3,3,507,27,1580,1043,302,51,56,71,27
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",124,"ORAŞ CURTICI",9495,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:54",1349,1347,0,2,0,513,511,0,2,0,497,16,1490,977,294,43,60,65,35
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",123,"ORAŞ CURTICI",9495,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:36",1572,1569,1,0,2,514,512,0,0,2,473,41,1730,1216,250,50,48,100,25
