precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETREAN DORIN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","MUREŞAN AUGUSTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","GÎRBOUAN OLIMPIU-DOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
13,CLUJ,"CAMIN CULTURAL BABDIU",345,BOBÂLNA,56096,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:22",132,124,1,4,3,82,74,1,4,3,79,3,143,61,42,25,12
13,CLUJ,"CAMINUL CULTURAL PRUNI",348,BOBÂLNA,56096,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:14",31,17,0,14,0,28,14,0,14,0,28,0,35,7,23,5,0
13,CLUJ,"CAMINUL CULTURAL SUARĂŞ",350,BOBÂLNA,56096,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:54",114,106,0,7,1,80,72,0,7,1,79,1,121,41,37,35,7
13,CLUJ,"CASA PARTICULARA",347,BOBÂLNA,56096,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:41:16",103,95,0,6,2,65,57,0,6,2,65,0,90,25,42,21,2
13,CLUJ,"SCOALA GENERALA BOBÎLNA",344,BOBÂLNA,56096,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:54",357,257,0,97,3,296,196,0,97,3,293,3,316,20,239,44,10
13,CLUJ,"SCOALA GENERALA MAIA",346,BOBÂLNA,56096,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:50:22",186,171,0,13,2,126,111,0,13,2,123,3,155,29,81,37,5
13,CLUJ,"SCOALA GENERALA RAZBUNENI",349,BOBÂLNA,56096,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:37",183,170,0,13,0,137,124,0,13,0,135,2,196,59,66,65,4
13,CLUJ,"SCOALA GENERALA VÎLCELELE",351,BOBÂLNA,56096,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:42",78,71,0,6,1,46,39,0,6,1,46,0,83,37,37,7,2
