precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SÎRGHI NECULAI-PARTIDUL NAȚIONAL LIBERAL-voturi","STUPU COSTICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTA COSTEL-PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"SALĂ DE FESTIVITĂȚI TUPILAȚI",321,GĂGEŞTI,163903,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:19:58",239,234,0,5,0,130,125,0,5,0,123,7,260,130,25,84,14
39,VASLUI,"ŞCOALA GIMNAZIALA ”ION ARTENE” GĂGEŞTI",318,GĂGEŞTI,163903,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:30",371,356,2,12,1,221,208,0,12,1,199,22,363,142,77,105,17
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI IOAN BOTEZ” GIURCANI",319,GĂGEŞTI,163903,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:40:29",473,441,0,13,19,276,244,0,13,19,266,10,500,224,93,142,31
39,VASLUI,"ŞCOALA PRIMARA ”DUMITRU MARIN” PEICANI",320,GĂGEŞTI,163903,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:27",414,404,0,3,7,237,227,0,3,7,233,4,474,237,28,154,51
