precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ORZA PAVEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SÎRBU ION-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPLICEAN ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",316,"SASCA MONTANĂ",53791,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:14",294,266,0,17,11,226,198,0,17,11,221,5,319,93,7,129,85
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",314,"SASCA MONTANĂ",53791,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:45",110,90,0,18,2,85,67,0,18,0,85,0,131,46,0,35,50
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL SLATINA-NERA",317,"SASCA MONTANĂ",53791,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:51",337,295,0,33,9,153,111,0,33,9,150,3,362,150,3,58,89
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA ”MIHAI NOVAC” SASCA MONTANA",313,"SASCA MONTANĂ",53791,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:15",447,367,1,61,18,273,193,1,61,18,264,9,449,176,4,93,167
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA POTOC",315,"SASCA MONTANĂ",53791,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:06",255,211,0,28,16,184,140,0,28,16,179,5,257,73,1,51,127
