precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NISTOR ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GHERGHELUCĂ OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","LETEANU IURI-NICOLAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IFTIME MIHĂIŢĂ-CLAUDIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BUTACU FLORIN-PARTIDUL ECOLOGIST ROMÂN-voturi","ILIEŞ VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTENI",292,BUHOCI,21668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:29:04",630,621,0,4,5,326,317,0,4,5,307,19,700,374,107,22,85,77,11,5
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",291,BUHOCI,21668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:16",996,989,0,4,3,378,371,0,4,3,348,30,1100,722,28,163,39,41,46,31
4,BACĂU,"SCOALA CU CLASELE I-VIII BIJGHIR",290,BUHOCI,21668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:43:20",1122,1109,0,12,1,501,488,0,12,1,467,34,1200,699,33,187,60,70,66,51
4,BACĂU,"ŞCOALA GIMNAZIALA ”CONSTANTIN POPOVICI” BUHOCI(GRADINITA CU PROGRAM NORMAL BUHOCI)",289,BUHOCI,21668,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:31:58",1465,1437,1,21,6,728,701,0,21,6,705,23,1500,749,289,35,205,137,21,18
