precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"CĂMINUL CULTURAL",437,CUZDRIOARA,55062,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:08:15",754,744,3,5,2,346,339,0,5,2,325,21,826,480,79,122,65,33,26
13,CLUJ,"CENTRUL MULTIFUNCȚIONAL CUZDRIOARA",435,CUZDRIOARA,55062,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:02",887,884,0,1,2,459,456,0,1,2,438,21,964,505,11,56,213,120,38
13,CLUJ,"CENTRUL MULTIFUNCȚIONAL CUZDRIOARA",436,CUZDRIOARA,55062,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:37",857,850,1,4,2,430,424,0,4,2,415,15,936,506,6,59,210,122,18
