precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOTA GHEORGHE-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL GHIGHIȘENI",520,RIENI,30773,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:08",825,777,1,21,26,578,531,0,21,26,543,35,886,308,543
5,BIHOR,"CĂMIN CULTURAL PETRILENI",521,RIENI,30773,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:39",477,452,1,7,17,281,258,0,7,16,270,11,499,218,270
5,BIHOR,"CĂMIN CULTURAL SUDRIGIU",522,RIENI,30773,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:58",267,261,0,3,3,190,184,0,3,3,154,36,296,106,154
5,BIHOR,"CĂMINUL CULTURAL RIENI",519,RIENI,30773,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:52:35",434,403,1,11,19,284,254,0,11,19,274,10,445,161,274
5,BIHOR,"CĂMINUL CULTURAL VALEA DE JOS",523,RIENI,30773,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:05",490,450,0,18,22,369,329,0,18,22,351,18,541,172,351
