precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL VERDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","CONDU ŞTEFAN-voturi"
25,ILFOV,"GRĂDINIȚA NR. 2 FUNDENI",214,DOBROEŞTI,179310,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:43:08",1189,1168,4,15,2,613,596,0,15,2,596,17,1293,680,309,34,64,15,75,30,46,10,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:50:14",1637,1589,24,22,2,886,861,1,22,2,861,25,1750,864,377,52,132,14,64,77,91,15,39
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:48:24",1894,1854,15,25,0,898,873,0,25,0,880,18,2000,1102,324,110,167,18,53,57,90,26,35
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:01:38",1626,1593,2,28,3,907,876,0,28,3,905,2,1750,813,460,59,110,6,59,59,54,20,78
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:12:03",1798,1752,8,38,0,786,748,0,38,0,773,13,1950,1164,262,80,210,15,75,47,29,14,41
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:16:47",1944,1895,23,26,0,611,585,0,26,0,602,9,2100,1489,126,99,198,6,32,35,37,21,48
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:46:39",1667,1641,11,15,0,730,715,0,15,0,717,13,1801,1071,260,70,241,5,37,32,25,23,24
