precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIURANIUC NICULAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIŢAC SANDA-PARTIDUL NAȚIONAL LIBERAL-voturi","COŢOFREC ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IAVORENCIUC DUMITRU-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","IAVORENCIUC IOANA-CRISTINA-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi"
7,BOTOŞANI,"ŞCOALA GIMNAZIALÃ, CÂNDEȘTI",175,CÂNDEŞTI,39967,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:20",1080,1052,3,11,14,534,509,0,11,14,524,10,1100,566,123,92,274,24,11
7,BOTOŞANI,"ŞCOALA PRIMARĂ TALPA",176,CÂNDEŞTI,39967,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:24",499,495,0,0,4,268,264,0,0,4,264,4,550,282,51,71,132,4,6
7,BOTOŞANI,"ŞCOLA PRIMARĂ VIŢCANI",177,CÂNDEŞTI,39967,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:30",310,304,1,4,1,165,160,0,4,1,158,7,360,195,44,21,91,2,0
