precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
5,BIHOR,"CĂMIN CULTURAL BOROD",251,BOROD,27560,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:23",1258,1237,4,17,0,800,783,0,17,0,777,23,1385,585,541,51,173,12
5,BIHOR,"CĂMINUL CULTURAL CORNIȚEL",254,BOROD,27560,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:18",427,417,0,10,0,277,267,0,10,0,271,6,460,183,185,8,76,2
5,BIHOR,"GRĂDINIȚA CETEA",253,BOROD,27560,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:54",191,174,0,17,0,136,119,0,17,0,132,4,192,56,96,6,23,7
5,BIHOR,"ŞCOALA CU CLASELE I-IV",252,BOROD,27560,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:14:51",485,478,1,5,1,338,332,0,5,1,333,5,538,200,271,5,34,23
5,BIHOR,"ȘCOALA CU CLASELE I-IV",257,BOROD,27560,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:51:52",378,373,0,5,0,262,257,0,5,0,252,10,406,144,188,7,48,9
5,BIHOR,"ȘCOALA CU CLASELE I-IV",255,BOROD,27560,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:07:22",99,89,0,10,0,60,50,0,10,0,56,4,103,43,16,32,8,0
5,BIHOR,"ȘCOALA CU CLASELE. I-VIII",256,BOROD,27560,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:02",223,211,5,7,0,125,116,2,7,0,112,13,233,108,50,51,11,0
