precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",235,"AVRAM IANCU",27285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:15",180,172,0,7,1,76,68,0,7,1,75,1,189,113,21,5,43,6
5,BIHOR,"SALA SPORT ȘCOALA",234,"AVRAM IANCU",27285,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:25:41",1525,1494,1,20,10,1044,1014,0,20,10,1026,18,1644,593,439,335,116,136
5,BIHOR,"ȘCOALA NOUĂ TĂMAȘDA",236,"AVRAM IANCU",27285,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:55",951,939,1,10,1,655,644,0,10,1,635,20,1031,376,271,20,339,5
