precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GAL CĂLIN-GRAŢIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","URDA IONUŢ-TRAIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","LAZA CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PELEAN VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL ”101 DALMAŢIENI” CORDĂU",557,SÂNMARTIN,26582,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:00",1431,1403,3,16,9,974,949,0,16,9,956,18,1531,557,283,5,661,7
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”5 URSULEŢI” RONTĂU",559,SÂNMARTIN,26582,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:08",1155,1141,1,13,0,726,712,1,13,0,698,28,1256,530,162,5,523,8
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” BĂILE FELIX",554,SÂNMARTIN,26582,5,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:41",483,460,2,14,7,341,319,1,14,7,336,5,506,165,139,2,191,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA POVEŞTILOR” BETFIA",555,SÂNMARTIN,26582,6,PART,PRCNCT,P,P_SV,"2024-06-10 07:43:08",430,412,1,15,2,334,317,0,15,2,320,14,551,217,73,1,241,5
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCCHIO” HAIEU",558,SÂNMARTIN,26582,6,PART,PRCNCT,P,P_SV,"2024-06-10 09:45:58",1158,1130,7,17,4,846,824,1,17,4,828,18,1237,391,228,12,584,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIETENII COPILĂRIEI” SÂNMARTIN",551,SÂNMARTIN,26582,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:10:07",1488,1456,3,22,7,876,846,1,22,7,873,3,1590,714,157,9,698,9
5,BIHOR,"LICEUL TEHNOLOGIC ”FELIX” SÂNMARTIN",553,SÂNMARTIN,26582,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:52",1090,1060,3,25,2,695,666,2,25,2,689,6,1142,447,146,12,523,8
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”FLOARE DE LOTUS” SÂNMARTIN",552,SÂNMARTIN,26582,5,PART,PRCNCT,P,P_SV,"2024-06-10 13:23:19",1857,1802,15,36,4,1151,1111,0,36,4,1140,11,1952,801,400,29,688,23
5,BIHOR,"ŞCOALA PRIMARĂ",556,SÂNMARTIN,26582,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:26:22",1750,1678,4,53,15,1176,1108,0,53,15,1164,12,1808,632,274,12,869,9
