precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞONA ŞTEFAN-DORU-PARTIDUL SOCIAL DEMOCRAT-voturi","PELEI HORIA-PARTIDUL NAȚIONAL LIBERAL-voturi"
8,BRAŞOV,"CAMIN CULTURAL HOMOROD",368,HOMOROD,41248,2,PART,PRCNCT,P,P_SV,"2024-06-12 22:49:42",1205,1194,0,8,3,556,545,0,8,3,527,29,1300,744,465,62
8,BRAŞOV,"CAMIN CULTURAL JIMBOR",369,HOMOROD,41248,2,PART,PRCNCT,P,P_SV,"2024-06-12 21:04:58",386,379,0,7,0,211,204,0,7,0,200,11,441,230,144,56
8,BRAŞOV,"CAMIN CULTURAL MERCHEASA",370,HOMOROD,41248,2,PART,PRCNCT,P,P_SV,"2024-06-12 22:07:24",436,427,1,8,0,265,257,0,8,0,250,15,500,235,100,150
