precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL CÂRNEȘTI",494,TOTEŞTI,91624,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:27:33",373,354,2,7,10,257,240,0,7,10,254,3,400,143,23,2,221,8
22,HUNEDOARA,"ȘCOALA GENERALĂ CLASELE I-VIII TOTEȘTI",493,TOTEŞTI,91624,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:45",284,271,0,4,9,225,212,0,4,9,223,2,299,74,15,23,164,21
22,HUNEDOARA,"ȘCOALA PRIMARĂ PĂCLIȘA",495,TOTEŞTI,91624,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:42",545,491,0,33,21,383,329,0,33,21,371,10,524,143,20,15,311,25
22,HUNEDOARA,"ȘCOALA PRIMARĂ REEA",496,TOTEŞTI,91624,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:31",368,353,0,8,7,245,230,0,8,7,240,5,400,155,54,8,125,53
