precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FAUR SORIN-voturi"
13,CLUJ,"CĂMIN CULTURAL",535,MĂRGĂU,58464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:52",208,183,0,24,1,162,137,0,24,1,155,7,205,43,60,13,49,26,7
13,CLUJ,"CĂMIN CULTURAL",537,MĂRGĂU,58464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:14",157,145,0,6,6,116,104,0,6,6,111,5,160,44,52,5,38,3,13
13,CLUJ,"CĂMIN CULTURAL",536,MĂRGĂU,58464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:35",602,555,2,38,7,495,448,2,38,7,487,8,626,131,148,27,268,14,30
13,CLUJ,"PRIMĂRIA COMUNEI MĂRGĂU",534,MĂRGĂU,58464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:37",372,326,1,34,11,295,249,1,34,11,290,5,372,72,162,6,83,3,36
