precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","CENTRU DE ZI INGRIJIRE BATRANI",309,TEREBEŞTI,139054,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:33",450,423,2,12,13,319,293,1,12,13,309,10,497,178,27,26,27,71,133,6,19
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL PIȘCARI",310,TEREBEŞTI,139054,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:49",310,283,0,20,7,310,283,0,20,7,288,22,438,128,14,3,9,46,206,1,9
32,"SATU MARE","PRIMARIA TEREBESTI",308,TEREBEŞTI,139054,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 01:18:25",706,670,0,19,17,403,367,0,19,17,366,37,715,312,37,5,13,174,97,16,24
