precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOROFTEIU PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","DOROFTEI GHEORGHE-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DANILIUC ALEXANDRU-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NACU VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"SCOALA BALUSENI",158,BĂLUŞENI,36300,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:51:33",1168,1101,0,21,46,628,564,0,21,43,608,20,1200,572,190,403,9,6
7,BOTOŞANI,"SCOALA BALUSENII NOI",159,BĂLUŞENI,36300,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:26:11",261,255,0,6,0,111,105,0,6,0,101,10,300,189,58,39,3,1
7,BOTOŞANI,"SCOALA BUZENI",160,BĂLUŞENI,36300,2,PART,PRCNCT,P,P_SV,"2024-06-11 21:59:51",549,516,0,4,29,300,267,0,4,29,289,11,606,306,190,89,4,6
7,BOTOŞANI,"SCOALA DRAXINI",161,BĂLUŞENI,36300,4,PART,PRCNCT,P,P_SV,"2024-06-11 22:31:25",1490,1428,0,11,51,762,700,0,11,51,710,52,1600,838,343,327,18,22
7,BOTOŞANI,"SCOALA ZAICESTI",162,BĂLUŞENI,36300,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:16:49",605,581,0,10,14,359,335,0,10,14,344,15,644,285,134,189,10,11
