precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"CAMIN CULTURAL",198,"ORAŞ MIERCUREA SIBIULUI",144928,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:38:58",667,652,6,8,1,297,287,1,8,1,247,50,719,422,45,75,100,24,3
34,SIBIU,"CAMIN CULTURAL",197,"ORAŞ MIERCUREA SIBIULUI",144928,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:54",1517,1464,5,37,11,490,442,0,37,11,442,38,1610,1120,50,49,260,71,12
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",196,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:59:37",966,931,3,25,7,528,495,1,25,7,483,12,1030,523,142,4,206,81,50
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",195,"ORAŞ MIERCUREA SIBIULUI",144928,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:24",813,790,3,15,5,465,442,3,15,5,452,13,870,405,145,7,197,66,37
