precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SULEA LIVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂRBULESCU ION-LAURENŢIU-PARTIDUL NAȚIONAL LIBERAL-voturi","MOŢOIAG IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"CĂMINUL CULTURAL BRABOVA",249,BRABOVA,70986,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:44",477,410,1,48,18,361,295,0,48,18,338,23,421,60,1,103,234
17,DOLJ,"CĂMINUL CULTURAL RĂCHITA DE JOS",251,BRABOVA,70986,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:51",241,174,0,65,2,241,174,0,65,2,234,2,265,29,3,94,137
17,DOLJ,"CĂMINUL CULTURAL URDINIȚA",252,BRABOVA,70986,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:21",242,200,0,41,1,177,135,0,41,1,172,4,220,44,5,93,74
17,DOLJ,"ȘCOALA CU CLASELE I-IV MOSNA",250,BRABOVA,70986,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:18",112,94,0,17,1,112,94,0,17,1,108,4,140,28,2,21,85
