precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi"
38,TULCEA,"ȘCOALA GIMNAZIALĂ CARAORMAN",111,CRIŞAN,160261,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:31:14",209,205,0,4,0,135,131,0,4,0,125,10,227,92,1,41,67,13,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ CRISAN",110,CRIŞAN,160261,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:13",375,363,7,0,5,201,196,0,0,5,192,9,408,207,21,98,19,49,5
38,TULCEA,"ŞCOALA GIMNAZIALĂ MILA23",112,CRIŞAN,160261,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:10:32",376,373,0,3,0,247,244,0,3,0,231,16,408,161,11,141,13,18,48
