precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAFIE CRISTINEL-BOGDĂNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URSU GELU- PROFIREL-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARU NECULAI-PARTIDUL SOCIAL DEMOCRAT-voturi","CHINDRIŞ FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TOFAN GELU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ZALĂ SEBASTIAN-PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"CĂMINUL CULTURAL FĂLCIU",308,FĂLCIU,163832,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:57",1031,1018,0,3,10,485,472,0,3,10,456,29,1100,615,4,190,200,37,1,24
39,VASLUI,"LICEUL TEHNOLOGIC ”DIMITRIE CANTEMIR” SAT FĂLCIU",307,FĂLCIU,163832,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:26",999,974,2,8,15,484,463,0,8,13,468,16,1100,616,3,174,233,40,1,17
39,VASLUI,"ŞCOALA GIMNAZIALĂ SAT RÂNZEŞTI",313,FĂLCIU,163832,4,PART,PRCNCT,P,P_SV,"2024-06-10 10:09:58",815,793,0,9,13,406,384,0,9,13,393,13,900,494,6,144,195,16,15,17
39,VASLUI,"ŞCOALA PRIMARĂ SAT BOGDĂNEŞTI",309,FĂLCIU,163832,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:02",437,429,0,3,5,225,217,0,3,5,214,11,500,275,2,102,85,16,4,5
39,VASLUI,"ŞCOALA PRIMARĂ SAT BOZIA",310,FĂLCIU,163832,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:18",285,274,1,7,3,153,143,0,7,3,142,11,295,142,1,24,105,7,2,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT COPĂCEANA",311,FĂLCIU,163832,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:54",402,393,0,6,3,208,199,0,6,3,193,15,400,192,4,62,108,13,2,4
39,VASLUI,"ŞCOALA PRIMARĂ SAT ODAIA BOGDANA",312,FĂLCIU,163832,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:00",249,239,0,8,2,139,129,0,8,2,134,5,300,161,1,60,53,17,0,3
