precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VARGA JÓZSEF-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FALUVÉGI LEHEL-GERGELY-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
28,MUREŞ,"CĂMIN CULTURAL VIFOROASA",371,FÂNTÂNELE,116796,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:21",688,672,1,4,11,326,311,0,4,11,299,27,740,414,270,29
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL CIBU",369,FÂNTÂNELE,116796,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:12",79,68,0,6,5,34,23,0,6,5,33,1,80,46,32,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ CĂLIMĂNEŞTI",368,FÂNTÂNELE,116796,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:05",706,681,0,4,21,334,309,0,4,21,324,10,780,446,315,9
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",365,FÂNTÂNELE,116796,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:01",1002,969,4,9,20,505,475,1,9,20,484,21,1072,567,448,36
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",366,FÂNTÂNELE,116796,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:50",948,924,2,0,22,466,444,0,0,22,447,19,1050,584,409,38
28,MUREŞ,"ŞCOALA PRIMARĂ BORDOŞIU",367,FÂNTÂNELE,116796,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:37:38",250,244,0,3,3,94,88,0,3,3,92,2,268,174,88,4
28,MUREŞ,"ŞCOALA PRIMARĂ ROUA",370,FÂNTÂNELE,116796,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:29:11",301,298,1,2,0,72,70,0,2,0,64,8,330,258,60,4
