precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
24,IAŞI,"GRADINITA CU PROGRAM NORMAL ZLODICA",367,CEPLENIŢA,96147,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:34",234,230,0,4,0,99,95,0,4,0,91,8,302,203,45,3,17,26
24,IAŞI,"SCOALA GIMNAZIALA ”GRIGORE URECHE” CEPLENITA",364,CEPLENIŢA,96147,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:51",1123,1118,1,3,1,474,469,1,3,1,447,22,1200,727,192,118,107,30
24,IAŞI,"SCOALA GIMNAZIALA ”NICOLAE IORGA” BUHALNITA",365,CEPLENIŢA,96147,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:09",1164,1155,0,8,1,547,538,0,8,1,517,30,1200,653,246,35,150,86
24,IAŞI,"ȘCOALA PRIMARĂ POIANA MĂRULUI",366,CEPLENIŢA,96147,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:08",778,775,0,3,0,337,334,0,3,0,314,23,900,563,193,16,90,15
