precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL DINIAȘ",508,"PECIU NOU",158065,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:48",971,955,2,2,12,541,527,0,2,12,534,7,1000,459,56,220,204,54
37,TIMIŞ,"CĂMINUL CULTURAL PECIU NOU",507,"PECIU NOU",158065,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:16",1598,1590,1,7,0,814,806,1,7,0,797,17,1700,0,49,218,425,105
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:01",1441,1432,4,5,0,629,620,4,5,0,616,13,1600,971,25,166,331,94
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMARTINU SÂRBESC",509,"PECIU NOU",158065,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:43",825,807,0,8,10,442,424,0,8,10,423,19,984,542,110,197,90,26
