precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JIPA JEAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DINCĂ GEORGE-UNIUNEA SALVAȚI ROMÂNIA-voturi","RADU CRISTIAN-ANTONIO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PREDA JAN-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"GRĂDINIŢA ” IRIS” OGREZENI",182,OGREZENI,104485,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:39",822,784,0,24,14,564,526,0,24,14,557,7,860,296,151,14,11,381
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:12:29",1262,1231,0,7,24,847,816,0,7,24,831,14,1351,504,383,30,32,386
19,GIURGIU,"ŞCOALA GIMNAZIALA ” SFANTUL NECTARIE” OGREZENI",180,OGREZENI,104485,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:06",980,939,0,22,19,685,644,0,22,19,674,11,1053,368,234,19,17,404
19,GIURGIU,"ŞCOALA PRIMARA NR.1 HOBAIA",183,OGREZENI,104485,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:38:29",735,714,0,13,8,504,483,0,13,8,486,16,785,283,160,23,11,292
