precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAŞCA MARINEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BERZESCU DORU-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL AUREL-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SELIŞCAN OCTAVIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","VELEŞCU GABRIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","MURA SORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","LUP PATRICIA-SIMONA-FORȚA DREPTEI-voturi"
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:43:26",1402,1381,1,11,9,781,760,1,11,9,754,27,1400,619,25,23,461,17,2,178,48
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:38:04",1838,1798,6,22,12,1023,989,0,22,12,991,32,1900,877,81,22,541,6,13,244,84
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:23:14",1954,1902,1,32,19,1014,963,0,32,19,984,30,2100,1086,37,26,580,20,7,238,76
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BAZOȘ",286,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-11 13:20:49",844,825,0,19,0,492,473,0,19,0,462,30,900,408,26,19,265,3,1,137,11
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ IZVIN",288,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:39:41",1415,1384,12,14,5,766,746,1,14,5,753,13,1500,734,34,32,363,6,58,140,120
37,TIMIŞ,"ȘCOALA PRIMARĂ HERNEACOVA",287,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:55",389,375,1,9,4,253,240,0,9,4,246,6,600,348,45,11,133,5,3,30,19
37,TIMIŞ,"ȘCOALA PRIMARĂ PETROVASELO",289,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:20",222,209,0,9,4,127,114,0,9,4,122,5,300,173,8,16,55,1,0,27,15
37,TIMIŞ,"ȘCOALA PRIMARĂ STANCIOVA",290,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:12:14",332,309,4,10,9,206,185,2,10,9,194,12,400,194,7,11,112,2,0,52,10
