precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEGRU VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRIŢĂ IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BOSNEANU COSTICĂ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMINUL CULTURAL PADINA",299,PADINA,48138,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:48:40",801,794,1,0,6,416,410,0,0,6,401,15,881,465,17,207,144,33
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL NR. 2 COMUNA PADINA",298,PADINA,48138,3,PART,PRCNCT,P,P_SV,"2024-06-10 14:25:22",1235,1210,2,7,16,692,669,0,7,16,658,34,1351,659,22,312,290,34
10,BUZĂU,"SCOALA GIMNAZIALA NR.1 COMUNA PADINA",300,PADINA,48138,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:57:14",902,887,0,3,12,488,473,0,3,12,462,26,994,506,20,217,186,39
