precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
33,SĂLAJ,"CĂMIN CULTURAL VALEA LOZNEI",214,LOZNA,141884,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:13",183,123,0,53,7,137,77,0,53,7,136,1,152,15,76,50,7,3
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",211,LOZNA,141884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:56",353,297,0,53,3,240,184,0,53,3,234,6,316,76,128,42,44,20
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:23",166,146,0,16,4,128,108,0,16,4,123,5,160,32,81,30,5,7
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",213,LOZNA,141884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:15",162,115,0,41,6,131,84,0,41,6,128,3,142,11,94,19,9,6
