precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL",425,"ŞINCA NOUĂ",42449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:18:24",1012,916,16,59,21,797,708,9,59,21,780,17,1000,203,184,437,36,123
8,BRAŞOV,"ȘCOALĂ GENERALĂ",426,"ŞINCA NOUĂ",42449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:13",231,212,0,16,3,137,118,0,16,3,132,5,220,83,50,54,11,17
8,BRAŞOV,"ȘCOALA PRIMARĂ PALTIN",427,"ŞINCA NOUĂ",42449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:26",163,152,0,10,1,122,111,0,10,1,118,3,200,78,41,62,7,8
