precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FORȚA DREPTEI-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi"
32,"SATU MARE","CĂMIN CULTURAL RESIGHEA",266,PIŞCOLT,138574,5,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:55:20",356,347,0,6,3,205,196,0,6,3,202,3,385,180,5,5,7,67,19,76,22,1
32,"SATU MARE","CĂMIN CULTURAL SCĂRIȘOARA NOUĂ",267,PIŞCOLT,138574,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:22:35",325,309,0,12,4,206,190,0,12,4,195,11,344,138,0,5,15,37,3,69,64,2
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:10:14",903,878,0,1,24,565,540,0,1,24,524,41,984,419,23,25,32,85,127,166,44,22
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,5,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:58:51",886,868,0,2,16,559,541,0,2,16,504,55,973,414,7,2,21,147,180,104,40,3
