precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COŞMELEAŢĂ FLORICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂLAN AUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PIETREANU NARCIS-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 BLEJEŞTI",101,BLEJEŞTI,152083,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:12",828,812,0,4,12,525,509,0,4,12,517,8,900,375,25,39,453
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL SERICU COMUNA BLEJEŞTI",103,BLEJEŞTI,152083,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:46",318,305,0,11,2,216,203,0,11,2,215,1,340,124,7,23,185
36,TELEORMAN,"ŞCOALA GIMNAZIALA NR.1 BLEJEŞTI",100,BLEJEŞTI,152083,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:29",980,972,0,5,3,599,591,0,5,3,579,20,1064,465,32,59,488
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR.2 BACIU COMUNA BLEJEŞTI",102,BLEJEŞTI,152083,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:16",782,758,0,11,13,505,481,0,11,13,487,18,850,345,12,57,418
