precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂTRÂNU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SIMION DAN-ROBERT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIRIŢĂ IONUŢ-ALEXANDRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"CAMINUL CULTURAL",188,COMIŞANI,66731,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:41",1521,1500,0,6,15,964,943,0,6,15,951,13,1650,686,734,34,58,125
16,DÂMBOVIŢA,"CAMINUL CULTURAL COMISANI",186,COMIŞANI,66731,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:54:09",1365,1344,4,5,12,786,769,0,5,12,771,15,1479,693,601,60,29,81
16,DÂMBOVIŢA,"SCOALA GENERALA I-IV COMISANI(STR.HELESTEULUI NR.2)",187,COMIŞANI,66731,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:45:32",1399,1387,1,0,11,836,825,0,0,11,811,25,1530,694,581,91,27,112
