precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN IOAN-ALIANȚA ELECTORALĂ PSD PNL-voturi","GERGELY ERNŐ-EDVIN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","NICULA SIDOR-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL",212,NUŞENI,34075,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:41:17",304,273,0,9,22,179,148,0,9,22,174,5,316,137,113,49,12
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL BEUDIU",208,NUŞENI,34075,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:48",460,408,2,8,42,320,270,0,8,42,314,6,500,180,288,5,21
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FELEAC",209,NUŞENI,34075,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:46",259,235,1,6,17,190,167,0,6,17,187,3,280,90,129,2,56
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL RUSU DE SUS",211,NUŞENI,34075,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:10",227,215,1,5,6,169,158,0,5,6,168,1,240,71,153,2,13
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI NUŞENI",207,NUŞENI,34075,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:21",747,649,1,33,64,516,419,0,33,64,500,16,760,244,309,53,138
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MALIN",210,NUŞENI,34075,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:45",352,320,3,5,24,251,222,0,5,24,245,6,380,129,195,40,10
