precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BĂDICENI",370,MĂLURENI,17049,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:22:17",415,402,0,9,4,274,261,0,9,4,264,10,458,184,122,11,23,79,29
3,ARGEŞ,"ŞCOALA BOHARI",373,MĂLURENI,17049,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:35:41",180,175,0,3,2,180,175,0,3,2,170,8,309,131,95,3,16,37,19
3,ARGEŞ,"ŞCOALA BUNEŞTI",371,MĂLURENI,17049,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:07",553,546,1,5,1,319,312,1,5,1,300,19,600,281,150,34,62,49,5
3,ARGEŞ,"ŞCOALA MĂLURENI",369,MĂLURENI,17049,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:04:03",477,462,0,4,11,303,288,0,4,11,288,15,523,220,88,30,21,126,23
3,ARGEŞ,"ŞCOALA TOPLIŢA",374,MĂLURENI,17049,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:11",279,268,0,5,6,172,161,0,5,6,162,10,295,123,123,6,16,11,6
3,ARGEŞ,"ŞCOALA ZĂRNEŞTI",375,MĂLURENI,17049,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:13:40",471,469,0,1,1,471,469,0,1,1,453,18,826,355,282,25,74,56,16
3,ARGEŞ,"TABĂRA PĂULEASCA",372,MĂLURENI,17049,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:43",710,703,0,7,0,417,410,0,7,0,368,49,773,356,323,6,12,22,5
