precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CSOMA BOTOND-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CORDOŞ ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞIPOŞ EUGEN-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TIŞE ALIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NICULA FLORIAN-ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi","OROS NECHITA-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"ŞCOALA PRIMARĂ URIŞOR",391,CĂŞEIU,56666,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:59",800,791,1,6,2,468,460,0,6,2,445,23,889,421,2,64,70,280,10,19
13,CLUJ,"ȘCOALA PRIMARĂ VĂLENI",366,CĂIANU,56354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:40",145,143,0,2,0,96,94,0,2,0,87,9,157,61,1,16,10,60,0,0
13,CLUJ,"ȘCOALA PROFESIONALĂ ADY ENDRE",618,SÂNCRAIU,59434,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:44",908,854,5,2,47,710,661,0,2,47,700,10,1004,294,412,33,45,195,5,10
13,CLUJ,"ŞCOALA PROFESIONALĂ POIANA",282,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:23",1239,1237,0,2,0,559,557,0,2,0,546,13,1381,822,68,98,124,169,18,69
13,CLUJ,"ŞCOALA PROFESIONALĂ POIANA",283,"MUNICIPIUL TURDA",55259,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:14:16",1517,1505,0,12,0,839,827,0,12,0,790,40,1669,830,68,80,190,363,24,65
13,CLUJ,"ŞCOALA SĂLĂTRUC",390,CĂŞEIU,56666,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:37",110,102,0,8,0,87,79,0,8,0,86,1,117,30,1,11,22,49,1,2
13,CLUJ,"ȘCOALA SĂLIȘTEA NOUĂ",330,BACIU,55838,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:34",160,153,0,7,0,97,90,0,7,0,94,3,167,70,5,23,9,38,6,13
13,CLUJ,"ŞCOALA SIMION BALINT",609,SĂNDULEŞTI,55311,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:43",1207,1172,2,9,24,678,644,1,9,24,661,17,1307,629,9,55,91,387,35,84
13,CLUJ,"SCOALA SOIMENI",674,VULTURENI,60099,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:17",279,256,0,16,7,223,200,0,16,7,219,4,296,73,0,143,8,47,5,16
13,CLUJ,"ȘCOALA SUCEAGU",331,BACIU,55838,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:28",1230,1207,1,16,6,735,713,0,16,6,679,56,1347,612,275,117,29,197,27,34
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",181,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:54:37",1618,1613,1,4,0,738,734,0,4,0,713,25,1813,1075,56,108,86,293,40,130
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",182,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:19:43",1926,1907,5,6,8,892,878,0,6,8,875,17,2104,1212,89,76,93,383,52,182
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",184,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:33:05",1771,1749,9,2,11,781,768,0,2,11,758,23,1951,1170,131,78,87,273,41,148
13,CLUJ,"ŞCOALA ”TRAIAN DARJAN”",183,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:47",1819,1795,7,17,0,869,852,0,17,0,841,28,2108,1239,103,75,108,358,34,163
13,CLUJ,"ȘCOALA VALEA GROȘILOR",663,VAD,59942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:41:03",224,198,0,16,10,150,124,0,16,10,147,3,237,87,0,10,28,96,6,7
13,CLUJ,"ŞCOAL GEN. MUNCEL",396,CÂŢCĂU,57314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:25:59",171,152,0,7,12,107,88,0,7,12,105,2,183,76,1,10,14,76,4,0
13,CLUJ,"ŞCOLA CU CLASELE I-IV DÎNGĂUL MARE",382,"CĂPUŞU MARE",56568,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:34:39",373,349,0,12,12,236,212,0,12,12,226,10,394,158,2,55,16,129,10,14
13,CLUJ,"SC. PRIM. CEABA",622,SÂNMĂRTIN,59498,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:27:49",173,166,0,7,0,121,114,0,7,0,116,5,186,65,2,6,8,96,2,2
13,CLUJ,"SC. PRIM. DIV-MARI",624,SÂNMĂRTIN,59498,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:01",134,109,0,25,0,97,72,0,25,0,94,3,121,24,0,11,8,72,1,2
13,CLUJ,"SC. PRIM. DIV-MICI",625,SÂNMĂRTIN,59498,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:19:58",41,22,0,19,0,41,22,0,19,0,41,0,48,7,1,5,6,28,1,0
13,CLUJ,"SC. PRIM. MAHAL",626,SÂNMĂRTIN,59498,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:44",66,56,0,10,0,43,33,0,10,0,43,0,52,9,1,3,11,25,3,0
13,CLUJ,"SC. PRIM. TARGUSOR",628,SÂNMĂRTIN,59498,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:03:21",97,88,0,9,0,63,54,0,9,0,60,3,77,14,4,16,6,34,0,0
13,CLUJ,"SEDIU ADMINISTRATIV GHIROLT",305,ALUNIŞ,55623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:05",316,302,0,7,7,194,180,0,7,7,176,18,330,136,0,16,13,138,6,3
13,CLUJ,"SEDIUL ADMINISTRATIV AL PRIMARIEI SUATU",636,SUATU,59657,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:27",994,970,1,3,20,689,666,0,3,20,622,67,1092,403,399,52,53,89,19,10
13,CLUJ,"SEDIUL PRIMĂRIEI",629,SÂNPAUL,59586,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:48",739,710,3,12,14,502,476,0,12,14,471,31,799,297,3,53,78,197,12,128
13,CLUJ,"SEDIU PRIMARIE PATA",315,APAHIDA,55687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:31",533,515,2,10,6,348,331,1,10,6,334,14,572,224,39,142,22,84,19,28
13,CLUJ,"SEDIU SECTOR PISCICOLA",311,APAHIDA,55687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:02",255,240,2,13,0,167,154,0,13,0,166,1,264,97,6,21,21,72,7,39
13,CLUJ,"UNIVERSITATEA ”BABES-BOLYAI” - FACULTATEA DE ŞTIINŢE ECONOMICE ŞI GESTIUNEA AFACERILOR,",122,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:41:59",1809,1771,18,20,0,780,760,0,20,0,760,20,1996,1216,80,79,78,329,18,176
13,CLUJ,"UNIVERSITATEA ”BABES-BOLYAI” - FACULTATEA DE ŞTIINŢE ECONOMICE ŞI GESTIUNEA AFACERILOR,",123,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:14:25",1812,1791,6,13,2,793,778,0,13,2,768,25,2007,1214,109,92,52,299,25,191
