precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FARCĂU ADRIAN-DĂNUŢ-ALIANȚA ELECTORALĂ PSD PNL-voturi","VINKLER TOMA-VASILE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GRIEB CSABA-FRANCISC-voturi"
32,"SATU MARE","CASA DE CULTURĂ",115,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:15:32",1719,1689,0,12,18,952,922,0,12,18,913,39,1850,898,567,260,86
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL BLAJA",116,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:10",182,171,0,10,1,119,108,0,10,1,116,3,190,71,95,8,13
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL CIG",117,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:07:53",347,308,0,14,25,219,180,0,14,25,214,5,350,131,204,4,6
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL VALEA MORII",119,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:43",158,148,0,9,1,91,81,0,9,1,84,7,160,69,66,6,12
32,"SATU MARE","ŞCOALA GIMNAZIALĂ SĂRĂUAD",118,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:26",858,840,0,7,11,541,523,0,7,11,509,32,880,339,423,66,20
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",114,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:15",1534,1496,0,16,22,916,878,0,16,22,896,20,1600,684,550,233,113
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",112,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:49:47",1178,1153,0,9,16,679,654,0,9,16,660,19,1350,671,384,189,87
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",113,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:17:15",1423,1406,1,10,6,715,698,1,10,6,703,12,1600,885,417,168,118
