precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",208,"ORAŞ ULMENI",109265,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:41",619,580,0,13,26,354,315,0,13,26,347,7,700,346,219,114,3,8,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",209,"ORAŞ ULMENI",109265,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:56",213,195,0,11,7,141,123,0,11,7,140,1,300,159,98,15,2,20,5
26,MARAMUREŞ,"CĂMINUL CULTURAL",207,"ORAŞ ULMENI",109265,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:02",937,875,0,16,46,599,537,0,16,46,587,12,1000,401,265,13,277,28,4
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",204,"ORAŞ ULMENI",109265,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:27",1161,1125,4,13,19,666,634,0,13,19,664,2,1164,498,308,94,36,192,34
26,MARAMUREŞ,"CENTRUL MULTIFUNCȚIONAL",210,"ORAŞ ULMENI",109265,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 13:11:48",767,748,1,9,9,455,437,0,9,9,442,13,800,345,405,6,13,11,7
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",206,"ORAŞ ULMENI",109265,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:07",1302,1247,0,24,31,909,854,0,24,31,891,18,1400,491,776,14,4,95,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „KOS KAROLY”",205,"ORAŞ ULMENI",109265,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:40",683,639,0,6,38,472,428,0,6,38,468,4,700,228,67,11,381,9,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",211,"ORAŞ ULMENI",109265,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:38",269,249,0,12,8,149,129,0,12,8,144,5,300,151,97,28,1,17,1
