precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","JINARU ION-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL IZVORU RECE",418,VAIDEENI,174021,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:52",597,579,0,9,9,372,354,0,9,9,360,12,650,278,182,50,93,17,2,2,14
40,VÂLCEA,"CĂMINUL CULTURAL MARIŢA",419,VAIDEENI,174021,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:24",459,436,0,9,14,280,257,0,9,14,267,13,510,230,169,21,31,39,1,3,3
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",417,VAIDEENI,174021,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:32",1209,1172,0,2,35,780,743,0,2,35,616,164,1290,510,322,51,85,114,0,30,14
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",416,VAIDEENI,174021,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:18",893,852,0,9,32,549,509,0,9,31,525,24,990,441,294,43,66,89,1,0,32
