precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DZIMINSCHI FERDINAND-EDUARD-PARTIDUL NAȚIONAL LIBERAL-voturi","TURTUREAN ANGELA-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU GABRIELA-CRISTINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
35,SUCEAVA,"CĂMIN CULTURAL LITENI",398,MOARA,149414,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:21:09",760,743,2,4,11,426,411,0,4,11,417,9,800,374,354,30,33
35,SUCEAVA,"CLĂDIRE CU DESTINAȚIE ADMINISTRATIVĂ ȘI SOCIAL CULTURALĂ",400,MOARA,149414,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:50",204,197,0,6,1,118,111,0,6,1,112,6,253,135,81,24,7
35,SUCEAVA,"CONTAINER MOBIL",397,MOARA,149414,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:49",225,217,0,8,0,112,104,0,8,0,106,6,400,288,87,14,5
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT MOARA NICA, COMUNA MOARA , JUDEȚUL SUCEAVA",395,MOARA,149414,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:17",1740,1706,5,1,28,988,959,0,1,28,960,28,1800,812,795,131,34
35,SUCEAVA,"SCOALA GENERALA MOARA CARP",399,MOARA,149414,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:08",761,731,0,4,26,444,414,0,4,26,427,17,800,356,354,48,25
35,SUCEAVA,"SCOALA GENERALA MOARA NICA",396,MOARA,149414,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:05:47",1492,1479,1,5,7,817,805,0,5,7,795,22,1590,773,699,56,40
