precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂLCEANU CLAUDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","GLIGOR LUCIAN-ELON-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUNESCU VIRGIL-PARTIDUL SOCIAL DEMOCRAT-voturi","FRĂŢILĂ OVIDIU-PARTIDUL ECOLOGIST ROMÂN-voturi","RADU ANDREEA-ARABELA-PARTIDUL OAMENILOR TINERI-voturi","FERARU FLORIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","FONTA MARCEL-GHEORGHE-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","DELVAI ION-voturi"
37,TIMIŞ,"CASA DE CULTURĂ",418,GIARMATA,157246,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:31:27",1714,1696,5,11,2,919,905,1,11,2,899,17,1752,836,477,116,198,22,10,33,24,19
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:54",1679,1669,1,8,1,802,792,1,8,1,778,24,2000,1198,481,79,161,2,5,10,20,20
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GIARMATA",417,GIARMATA,157246,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:04:08",1829,1803,12,13,1,892,876,2,13,1,870,22,1900,1008,476,105,162,6,25,38,21,37
37,TIMIŞ,"ŞCOALA PRIMARĂ CERNETEAZ",419,GIARMATA,157246,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:04",1261,1255,4,1,1,622,620,0,1,1,587,35,1400,778,355,34,102,22,7,39,16,12
