precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CURCUDEL ELENA-PARTIDUL NAȚIONAL LIBERAL-voturi","BUDĂIANU FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ROTARU DĂNUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
24,IAŞI,"SCOALA GIMNAZIALA MIRONEASA",539,MIRONEASA,97875,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:38",1340,1320,0,1,19,386,366,0,1,19,372,14,1440,1054,322,24,26
24,IAŞI,"SCOALA GIMNAZIALA MIRONEASA",541,MIRONEASA,97875,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:24",1083,1062,0,9,12,396,375,0,9,12,343,25,1200,804,268,37,38
24,IAŞI,"SCOALA GIMNAZIALA MIRONEASA",540,MIRONEASA,97875,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:33",1282,1261,1,0,20,500,480,0,0,20,471,29,1400,900,361,60,50
24,IAŞI,"SCOALA GIMNAZIALA URSITA",542,MIRONEASA,97875,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:47:07",522,517,0,3,2,277,272,0,3,2,265,12,600,323,153,104,8
