precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ANTON VASILE-voturi"
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",564,MOGOŞEŞTI,98113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:25",1029,1023,1,5,0,512,507,0,5,0,494,18,1100,588,231,170,16,41,2,34
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",563,MOGOŞEŞTI,98113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:35",1367,1360,1,3,3,711,705,0,3,3,679,32,1500,789,312,214,38,42,10,63
24,IAŞI,"ȘCOALA GIMNAZIALĂ HADÂMBU",566,MOGOŞEŞTI,98113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:18",834,825,0,9,0,383,374,0,9,0,343,40,900,517,72,206,8,19,20,18
24,IAŞI,"ŞCOALA GIMNAZIALĂ MÎNJEȘTI, CORP CLĂDIRE NR. 2",567,MOGOŞEŞTI,98113,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:22:53",507,501,0,6,0,285,279,0,6,0,271,14,500,215,149,98,3,13,3,5
24,IAŞI,"ȘCOALA PRIMARĂ BUDEȘTI",565,MOGOŞEŞTI,98113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:13",336,329,1,6,0,164,157,1,6,0,160,4,400,236,92,42,6,9,1,10
