precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VÎRTEJARU ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDRONESCU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","DUMITRA-BĂDESCU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞECLAMAN ALIN-ILIE-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ ”CORNELIUS RADU” RĂDINEŞTI",203,DĂNCIULEŞTI,80043,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:03",496,438,0,49,9,359,301,0,49,9,339,20,445,86,6,122,205,6
20,GORJ,"ȘCOALA GIMNAZIALĂ OBÂRȘIA",202,DĂNCIULEŞTI,80043,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:39",479,442,1,21,15,315,278,1,21,15,308,7,500,185,7,75,221,5
20,GORJ,"ŞCOALA PRIMARĂ HĂLĂNGEȘTI",201,DĂNCIULEŞTI,80043,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:51",704,619,0,64,21,469,384,0,64,21,441,28,700,231,9,169,256,7
