precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICA NECULAI-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CIUPITU MIRCEA-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL",242,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:40:19",474,463,1,7,3,344,333,1,7,3,332,12,510,166,147,179,6
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL ILEANA",243,"GLODEANU SĂRAT",46867,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:21",329,316,0,13,0,235,222,0,13,0,223,12,351,116,77,114,32
10,BUZĂU,"SCOALA GIMNAZIALA GLODEANU SARAT",241,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:09:21",1628,1587,0,28,13,1144,1103,0,28,13,1088,56,1750,606,414,578,96
10,BUZĂU,"ŞCOALA GIMNAZIALA PITULICEA",244,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:03:23",735,725,0,8,2,542,532,0,8,2,516,26,790,248,181,322,13
