precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PATRIOȚILOR-voturi","ZAMFIR VIORICA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"CĂMIN CULTURAL",128,CÂRLIGELE,175732,5,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:11:28",1115,1083,1,6,25,574,543,0,6,25,547,24,1210,636,19,45,425,25,8,25
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 20:20:26",552,524,0,7,21,336,308,0,7,21,324,12,599,261,4,15,275,7,6,17
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:41:26",456,430,0,4,22,285,259,0,4,22,273,12,498,213,7,8,206,11,35,6
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 18:14:26",383,361,0,4,18,211,189,0,4,18,202,9,418,207,5,18,156,3,7,13
