precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ISĂRESCU RĂDUCU-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPESCU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CORNESCU DORU-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","RÂPEŞI REMUS-ION-PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",111,"ORAŞ TURCENI",82617,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:41:14",1443,1417,3,7,16,792,769,0,7,16,790,2,1600,808,117,439,214,20
20,GORJ,"LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",112,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:23:19",1427,1405,0,6,16,747,725,0,6,16,718,29,1500,753,103,423,177,15
20,GORJ,"POLIȚIA LOCALĂ TURCENI",113,"ORAŞ TURCENI",82617,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:33",596,586,1,3,6,346,337,0,3,6,331,15,700,354,119,145,57,10
20,GORJ,"ȘCOALA GENERALĂ GÂRBOVU",115,"ORAŞ TURCENI",82617,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:24",718,703,0,0,15,458,443,0,0,15,448,10,800,342,62,254,114,18
20,GORJ,"ȘCOALA GENERALĂ MURGEȘTI",116,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:34:17",604,585,1,6,12,425,407,0,6,12,415,10,700,275,19,275,63,58
20,GORJ,"ȘCOALA GENERALĂ STOLOJANI",114,"ORAŞ TURCENI",82617,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:31",537,527,0,6,4,350,340,0,6,4,332,18,600,250,66,180,73,13
20,GORJ,"ȘCOALA GENERALĂ STRÂMBA JIU",117,"ORAŞ TURCENI",82617,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:05:13",1210,1200,0,3,7,652,642,0,3,7,634,18,1310,658,85,265,277,7
