precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
15,COVASNA,"CĂMINUL CULTURAL ŢUFALAU",111,"BOROŞNEU MARE",63937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:34",200,170,0,17,13,132,102,0,17,13,128,4,200,68,101,27
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”BARTHA KÁROLY”",107,"BOROŞNEU MARE",63937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:33",1320,1256,1,49,14,606,542,1,49,14,593,13,1343,737,370,223
15,COVASNA,"ŞCOALA PRIMARĂ BOROŞNEU MIC",108,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:01:44",387,363,0,20,4,226,202,0,20,4,221,5,400,174,172,49
15,COVASNA,"ŞCOALA PRIMARĂ LEŢ",110,"BOROŞNEU MARE",63937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:49",519,487,0,13,19,320,288,0,13,19,316,4,600,280,233,83
15,COVASNA,"SCOLA PRIMARĂ DOBOLII DE SUS",109,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:17:56",214,182,0,32,0,147,115,0,32,0,144,3,200,53,55,89
