county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PANDURU ION-DANIEL-voturi","PANDURU ION-DANIEL-mandate-faza-1","PANDURU ION-DANIEL-mandate-faza-2","ACȚIUNEA CONSERVATORILOR ROMÂNI-voturi","ACȚIUNEA CONSERVATORILOR ROMÂNI-mandate-faza-1","ACȚIUNEA CONSERVATORILOR ROMÂNI-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","PAPUC NICUŞOR-FLORIN-voturi","PAPUC NICUŞOR-FLORIN-mandate-faza-1","PAPUC NICUŞOR-FLORIN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-mandate-g9","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PURCĂRIN ILEANA-voturi","PURCĂRIN ILEANA-mandate-faza-1","PURCĂRIN ILEANA-mandate-faza-2","BELGIU ANTONICĂ-voturi","BELGIU ANTONICĂ-mandate-faza-1","BELGIU ANTONICĂ-mandate-faza-2","VOICHIŢA DOINEL-voturi","VOICHIŢA DOINEL-mandate-faza-1","VOICHIŢA DOINEL-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","BIVOLARU MIHAELA-voturi","BIVOLARU MIHAELA-mandate-faza-1","BIVOLARU MIHAELA-mandate-faza-2","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-mandate-faza-1","ALIANȚA NAȚIONAL CREȘTINĂ-mandate-faza-2","CIOFÎCĂ ION-MARIAN-voturi","CIOFÎCĂ ION-MARIAN-mandate-faza-1","CIOFÎCĂ ION-MARIAN-mandate-faza-2","GRUESCU ION-voturi","GRUESCU ION-mandate-faza-1","GRUESCU ION-mandate-faza-2","UDRESCU GEORGIAN-LUCIAN-voturi","UDRESCU GEORGIAN-LUCIAN-mandate-faza-1","UDRESCU GEORGIAN-LUCIAN-mandate-faza-2","ŞERBAN SIDOR-voturi","ŞERBAN SIDOR-mandate-faza-1","ŞERBAN SIDOR-mandate-faza-2","DUŢĂ NELU-ALIN-voturi","DUŢĂ NELU-ALIN-mandate-faza-1","DUŢĂ NELU-ALIN-mandate-faza-2","CHIVU LAURENŢIU-voturi","CHIVU LAURENŢIU-mandate-faza-1","CHIVU LAURENŢIU-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","ISDRUGĂ CRISTINEL-LAURENŢIU-voturi","ISDRUGĂ CRISTINEL-LAURENŢIU-mandate-faza-1","ISDRUGĂ CRISTINEL-LAURENŢIU-mandate-faza-2"
20,GORJ,ALBENI,78472,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:24:42",2338,2257,3,48,30,1461,1383,0,48,30,1385,76,2522,1061,69,96,110,125,105,0,1,640,5,0,512,4,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,ALIMPEŞTI,78542,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:57:54",1462,1394,1,34,33,985,917,1,34,33,953,32,1566,581,47,66,76,84,191,2,0,270,3,0,268,3,0,76,0,1,28,0,0,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,ANINOASA,78604,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:24:45",3223,3000,2,169,52,2268,2047,0,169,52,2199,69,3354,1086,109,153,175,158,190,1,0,804,5,0,732,4,1,0,0,0,0,0,0,0,0,0,205,1,0,62,0,0,72,0,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,ARCANI,78668,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:32:09",1228,1096,1,67,64,835,704,1,67,63,812,23,1264,429,40,56,64,86,89,1,0,0,0,0,638,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,"BAIA DE FIER",78711,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:52:35",3475,3432,0,20,23,2225,2182,0,20,23,2130,95,3813,1588,106,149,170,158,259,1,1,376,2,1,837,5,0,0,0,0,0,0,0,0,0,0,211,1,0,0,0,0,0,0,0,141,0,1,0,0,0,71,0,0,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BĂLĂNEŞTI,78748,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:31:22",1817,1733,1,49,34,1267,1184,0,49,34,1226,41,1936,669,61,85,98,102,225,2,0,169,1,1,730,7,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BĂLEŞTI,77910,2,FINAL,UAT,CL,CL_CE,"2024-06-14 22:43:29",6541,6369,7,117,48,4144,3979,0,117,48,3921,217,7077,2933,196,274,313,251,289,1,0,474,1,1,2420,9,1,353,1,1,0,0,0,46,0,0,0,0,0,42,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BÂLTENI,79004,2,FINAL,UAT,CL,CL_CE,"2024-06-13 09:27:32",6119,6050,6,40,23,3510,3447,0,40,23,3403,106,6686,3177,170,238,272,224,1073,4,1,684,3,0,1321,5,1,0,0,0,21,0,0,0,0,0,292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BĂRBĂTEŞTI,78828,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:15:33",1315,1248,0,41,26,853,786,0,41,26,822,31,1402,549,41,57,65,86,181,2,0,79,0,1,469,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BENGEŞTI-CIOCADIA,78873,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:52:47",2621,2557,2,47,15,1538,1476,0,47,15,1457,81,2822,1284,72,101,116,112,276,2,1,362,3,0,819,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
