county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PANDURU ION-DANIEL-voturi","PANDURU ION-DANIEL-mandate-faza-1","PANDURU ION-DANIEL-mandate-faza-2","ACȚIUNEA CONSERVATORILOR ROMÂNI-voturi","ACȚIUNEA CONSERVATORILOR ROMÂNI-mandate-faza-1","ACȚIUNEA CONSERVATORILOR ROMÂNI-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","PAPUC NICUŞOR-FLORIN-voturi","PAPUC NICUŞOR-FLORIN-mandate-faza-1","PAPUC NICUŞOR-FLORIN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-mandate-g9","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PURCĂRIN ILEANA-voturi","PURCĂRIN ILEANA-mandate-faza-1","PURCĂRIN ILEANA-mandate-faza-2","BELGIU ANTONICĂ-voturi","BELGIU ANTONICĂ-mandate-faza-1","BELGIU ANTONICĂ-mandate-faza-2","VOICHIŢA DOINEL-voturi","VOICHIŢA DOINEL-mandate-faza-1","VOICHIŢA DOINEL-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","BIVOLARU MIHAELA-voturi","BIVOLARU MIHAELA-mandate-faza-1","BIVOLARU MIHAELA-mandate-faza-2","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-mandate-faza-1","ALIANȚA NAȚIONAL CREȘTINĂ-mandate-faza-2","CIOFÎCĂ ION-MARIAN-voturi","CIOFÎCĂ ION-MARIAN-mandate-faza-1","CIOFÎCĂ ION-MARIAN-mandate-faza-2","GRUESCU ION-voturi","GRUESCU ION-mandate-faza-1","GRUESCU ION-mandate-faza-2","UDRESCU GEORGIAN-LUCIAN-voturi","UDRESCU GEORGIAN-LUCIAN-mandate-faza-1","UDRESCU GEORGIAN-LUCIAN-mandate-faza-2","ŞERBAN SIDOR-voturi","ŞERBAN SIDOR-mandate-faza-1","ŞERBAN SIDOR-mandate-faza-2","DUŢĂ NELU-ALIN-voturi","DUŢĂ NELU-ALIN-mandate-faza-1","DUŢĂ NELU-ALIN-mandate-faza-2","CHIVU LAURENŢIU-voturi","CHIVU LAURENŢIU-mandate-faza-1","CHIVU LAURENŢIU-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","ISDRUGĂ CRISTINEL-LAURENŢIU-voturi","ISDRUGĂ CRISTINEL-LAURENŢIU-mandate-faza-1","ISDRUGĂ CRISTINEL-LAURENŢIU-mandate-faza-2"
20,GORJ,BERLEŞTI,78926,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:10:16",1680,1623,1,40,16,1105,1049,0,40,16,1055,50,1804,699,52,73,84,88,59,0,1,660,7,0,252,2,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BOLBOŞI,79077,2,FINAL,UAT,CL,CL_CE,"2024-06-12 20:36:05",2540,2502,3,17,18,1584,1549,0,17,18,1503,81,2781,1197,75,105,120,104,84,0,1,494,4,1,784,7,0,57,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BORĂSCU,79157,2,FINAL,UAT,CL,CL_CE,"2024-06-12 10:23:41",2560,2526,1,26,7,1454,1421,0,26,7,1403,51,2784,1330,70,98,112,107,160,1,0,334,3,0,817,7,1,0,0,0,0,0,0,0,0,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BRĂNEŞTI,79237,2,FINAL,UAT,CL,CL_CE,"2024-06-12 02:03:24",1881,1792,0,32,57,1299,1210,0,32,57,1261,35,2007,711,63,88,100,114,118,1,0,449,3,1,560,4,1,132,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BUMBEŞTI-PIŢIC,79362,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:12:14",1794,1657,1,91,45,1241,1104,1,91,45,1196,45,1905,664,59,83,95,103,62,0,1,338,3,0,593,5,1,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,BUSTUCHIN,79406,2,FINAL,UAT,CL,CL_CE,"2024-06-13 10:25:23",2678,2562,1,76,39,1789,1686,1,63,39,1735,52,2895,1106,86,121,138,129,161,1,0,368,2,1,828,6,0,0,0,0,0,0,0,0,0,0,320,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,CÂLNIC,79736,2,FINAL,UAT,CL,CL_CE,"2024-06-13 13:56:36",1927,1820,2,82,23,1298,1193,0,82,23,1267,31,2005,707,63,88,101,112,355,3,0,631,5,1,161,1,0,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,CĂPRENI,79497,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:35:38",1627,1577,1,20,29,902,853,0,20,29,846,56,1773,871,42,59,67,73,356,4,1,56,0,1,394,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,CĂTUNELE,79585,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:49:38",2120,2095,1,21,3,1436,1412,0,21,3,1397,39,2329,893,69,97,111,127,139,1,0,120,0,1,929,7,0,209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,CIUPERCENI,79656,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:50:02",1361,1253,3,78,27,978,872,1,78,27,941,37,1395,417,47,65,75,101,0,0,0,424,4,0,361,3,1,0,0,0,0,0,0,0,0,0,53,0,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,CRASNA,79834,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:28:31",4030,3925,6,70,29,2539,2436,4,70,29,2458,81,4373,1834,122,172,196,181,501,2,1,537,2,1,1173,6,0,0,0,0,23,0,0,0,0,0,148,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,CRUŞEŢ,79932,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:44:41",2560,2423,3,83,51,1599,1464,1,83,51,1533,66,2701,1102,76,107,122,133,124,0,1,174,1,0,1165,8,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,DĂNCIULEŞTI,80043,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:56:59",1679,1499,1,134,45,1143,963,1,134,45,1100,43,1645,502,55,77,88,100,83,0,1,297,2,1,633,6,0,0,0,0,0,0,0,0,0,0,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,DĂNEŞTI,80123,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:51:56",3388,3191,2,145,50,2306,2111,0,145,50,2207,99,3535,1229,110,154,176,157,214,1,0,279,1,1,1322,8,0,0,0,0,76,0,0,0,0,0,233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,DRĂGOTEŞTI,80249,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:38:57",1977,1933,0,7,37,1217,1173,0,7,37,1185,32,2175,958,59,82,94,100,175,1,1,176,1,1,698,6,1,0,0,0,61,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,DRĂGUŢEŞTI,78016,2,FINAL,UAT,CL,CL_CE,"2024-06-11 22:24:24",4399,4196,1,157,45,3180,2978,0,157,45,3049,131,4637,1457,152,213,243,224,340,1,1,675,3,0,1677,7,0,0,0,0,25,0,0,0,0,0,228,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,GORJ,FĂRCĂŞEŞTI,80285,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:31:47",2714,2551,3,108,52,1965,1805,0,108,52,1888,77,2811,846,94,132,151,164,154,0,1,993,6,0,290,1,1,0,0,0,0,0,0,0,0,0,266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,102,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
