precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LABA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","POP ELENA-MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi","BUF TUDOR-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIUREA VIOREL-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","BERTEL DORU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BISTRIŢA BÎRGĂULUI",85,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:27:28",1374,1357,2,5,10,825,810,0,5,10,809,16,1500,675,622,61,39,28,59
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COLIBIȚA",88,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:45",245,238,1,6,0,124,118,0,6,0,122,2,300,176,82,18,5,10,7
6,BISTRIŢA-NĂSĂUD,"SALA DE NUNŢI BISTRIŢA BÎRGĂULUI",87,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:35",1042,1033,1,5,3,516,508,0,5,3,492,24,1100,584,331,76,20,22,43
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 BISTRIŢA BÎRGĂULUI",86,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:23",969,958,0,7,4,516,505,0,7,4,495,21,1100,584,296,94,42,21,42
